Respondent,MainBranch,Hobbyist,Age,Age1stCode,Salary,Country,WorkWeekHrs,YearsCode,YearsCodePro
19055,I am a developer by profession,No,32,15,106731,Switzerland,41,14,8
19056,I am a developer by profession,Yes,30,10,58236,Canada,40,10,5
19057,I am a developer by profession,Yes,36,21,103958,New Zealand,40,16,6
19059,"I am not primarily a developer, but I write code sometimes as part of my work",No,21,15,35000,United States,40,1,1
19060,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,26,10,73507,Germany,40,16,5
19061,I am a developer by profession,Yes,30,10,23352,Italy,40,16,3
19062,I am a developer by profession,Yes,35,15,51240,Germany,44,19,17
19065,I am a developer by profession,Yes,37,7,126036,Switzerland,40,27,12
19066,I am a developer by profession,Yes,25,12,40860,Netherlands,40,10,5
19067,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,15,250000,United States,80,15,2
19068,I am a developer by profession,Yes,30,7,210000,United States,40,23,15
19069,I am a developer by profession,Yes,35,18,85000,United States,40,17,11
19070,I am a developer by profession,No,27,19,49160,Canada,40,8,5
19072,I am a developer by profession,Yes,28,23,840000,United States,40,5,3
19073,I am a developer by profession,Yes,26,15,115665,Ireland,40,11,4
19074,I am a developer by profession,Yes,37,13,150000,United States,40,24,13
19075,I am a developer by profession,Yes,26,14,60000,United States,40,7,3
19076,I am a developer by profession,Yes,42,15,98000,United States,50,37,15
19077,I am a developer by profession,Yes,30,16,87513,United States,40,7,4
19078,I am a developer by profession,Yes,23,17,42500,United States,40,4,1
19079,I am a developer by profession,Yes,55,12,1.00E+05,United States,40,30,22
19080,I am a developer by profession,Yes,21,17,7416,Brazil,25,2,1
19082,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,21,84318,United States,40,4,4
19083,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,29,15,7548,Russian Federation,20,10,1
19085,I am a developer by profession,Yes,25,16,21216,Bulgaria,40,9,3
19087,I am a developer by profession,Yes,39,10,126115,United States,40,29,10
19088,I am a developer by profession,Yes,34,17,115516,United States,50,16,12
19089,I am a developer by profession,Yes,30,12,102000,United States,40,15,10
19090,I am a developer by profession,Yes,28,13,145000,United States,45,7,5
19091,I am a developer by profession,No,30,8,49160,Canada,40,20,7
19093,I am a developer by profession,Yes,55,14,72385,United Kingdom,35,40,21
19094,I am a developer by profession,Yes,30,10,207552,Germany,20,12,1
19095,I am a developer by profession,No,33,16,109200,United States,40,17,11
19096,I am a developer by profession,Yes,46,10,123444,Australia,38,17,14
19097,I am a developer by profession,Yes,24,16,40086,Australia,45,8,2
19098,I am a developer by profession,Yes,28,10,165000,United States,25,16,8
19099,I am a developer by profession,Yes,37,12,115000,United States,40,30,15
19101,I am a developer by profession,Yes,50,21,108976,Costa Rica,50,10,6
19102,"I am not primarily a developer, but I write code sometimes as part of my work",No,34,9,127584,United States,42,25,15
19105,I am a developer by profession,Yes,48,13,1.00E+06,New Zealand,50,36,31
19106,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,39,7,102102,Canada,40,20,14
19107,I am a developer by profession,Yes,37,21,27144,Mexico,40,20,16
19108,I am a developer by profession,Yes,32,16,65940,Germany,40,13,6
19109,I am a developer by profession,Yes,31,15,1.00E+05,United States,40,10,5
19110,I am a developer by profession,No,32,18,130000,United States,50,15,10
19111,I am a developer by profession,No,26,15,75631,Canada,40,7,3
19112,I am a developer by profession,Yes,39,14,54049,Malta,40,15,10
19116,I am a developer by profession,Yes,30,12,233834,Australia,60,8,7
19117,I am a developer by profession,No,20,14,10860,Romania,40,5,1
19119,I am a developer by profession,Yes,54,16,162988,United States,25,38,24
19122,I am a developer by profession,Yes,23,16,63014,United Kingdom,40,7,5
19123,I am a developer by profession,No,26,15,57480,Canada,35,6,3
19124,I am a developer by profession,Yes,30,14,113102,United Kingdom,40,14,10
19125,I am a developer by profession,Yes,28,19,49725,Italy,40,5,4
19126,I am a developer by profession,No,33,17,115000,United States,30,14,10
19128,I am a developer by profession,Yes,36,12,0,Mexico,60,25,18
19129,I am a developer by profession,No,26,12,10344,Mexico,8,14,5
19130,I am a developer by profession,Yes,27,20,81954,United States,40,5,3
19131,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,25,12,24958,Canada,60,6,2
19132,I am a developer by profession,Yes,30,9,142863,United States,40,33,21
19134,I am a developer by profession,Yes,23,16,14808,Brazil,45,7,1
19135,I am a developer by profession,No,29,16,22620,Mexico,40,8,4
19136,I am a developer by profession,No,32,20,60505,Canada,40,12,9
19139,I am a developer by profession,Yes,32,27,120000,United States,40,5,4
19140,I am a developer by profession,No,23,18,6768,Egypt,40,5,2
19141,I am a developer by profession,No,30,10,83194,Canada,35,20,2
19142,I am a developer by profession,Yes,28,16,11676,Argentina,5,14,4
19143,I am a developer by profession,Yes,21,13,45000,United States,40,9,4
19144,I am a developer by profession,Yes,22,11,21187,Italy,32,11,2
19145,I am a developer by profession,Yes,24,13,1.00E+06,Canada,40,6,3
19146,I am a developer by profession,Yes,36,15,142692,Poland,40,21,13
19147,I am a developer by profession,Yes,31,13,2.00E+06,United States,50,13,7
19148,I am a developer by profession,Yes,34,10,1.00E+05,United States,40,10,6
19149,I am a developer by profession,Yes,31,15,22116,Romania,40,16,9
19150,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,55,19,16164,Mexico,30,30,25
19151,I am a developer by profession,Yes,31,15,42750,Iran,100,16,13
19152,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,7,129079,France,55,25,15
19153,I am a developer by profession,Yes,31,15,72500,United States,40,16,4
19154,I am a developer by profession,Yes,27,15,0,Netherlands,40,12,2
19155,I am a developer by profession,Yes,27,13,28536,France,35,7,2
19157,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,12,87455,Canada,40,10,2
19158,I am a developer by profession,Yes,29,13,146063,United Kingdom,50,17,7
19159,I am a developer by profession,Yes,37,13,136240,United States,40,22,15
19160,I am a developer by profession,No,30,22,31128,Portugal,40,15,9
19161,I am a developer by profession,Yes,40,19,117000,United States,45,21,11
19162,I am a developer by profession,No,38,30,63000,United States,40,2,1
19163,I am a developer by profession,Yes,28,18,127000,United States,40,11,7
19164,I am a developer by profession,Yes,31,14,113406,New Zealand,40,17,13
19165,I am a developer by profession,No,30,18,79956,Iceland,40,10,7
19166,I am a developer by profession,Yes,20,14,34124,United Kingdom,20,6,1
19167,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,28,17,87000,United States,50,11,10
19168,I am a developer by profession,Yes,31,15,60535,Germany,40,11,9
19169,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,43,15,52000,United States,40,25,15
19170,I am a developer by profession,Yes,30,13,85887,United States,40,7,3
19172,I am a developer by profession,Yes,23,11,6156,Austria,10,9,3
19175,I am a developer by profession,Yes,27,18,128573,Canada,40,9,5
19176,I am a developer by profession,Yes,37,27,120000,United States,40,10,10
19177,I am a developer by profession,Yes,29,17,46533,United Kingdom,35,10,6
19178,I am a developer by profession,Yes,27,16,82000,United States,40,5,3
19179,I am a developer by profession,Yes,45,9,162445,United States,50,34,25
19181,I am a developer by profession,No,29,19,55211,Canada,40,10,5
19182,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,28,11,22361,New Zealand,35,16,7
19183,I am a developer by profession,Yes,33,12,126239,United States,70,21,12
19185,I am a developer by profession,Yes,36,14,118908,Ireland,40,16,6
19186,I am a developer by profession,No,27,18,3576,Brazil,10,10,5
19188,I am a developer by profession,Yes,30,14,150000,United States,28,16,8
19189,I am a developer by profession,No,57,20,331200,El Salvador,40,37,33
19190,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,46,8,129718,Netherlands,60,38,12
19191,I am a developer by profession,No,47,15,56000,United States,36,25,20
19192,I am a developer by profession,Yes,38,24,103906,United Kingdom,37.5,14,7
19195,I am a developer by profession,Yes,29,12,31128,France,42,17,7
19196,I am a developer by profession,Yes,23,14,71093,United Kingdom,35,7,1
19197,I am a developer by profession,Yes,49,10,150000,United States,40,39,20
19198,I am a developer by profession,Yes,35,17,41528,New Zealand,35,3,2
19199,I am a developer by profession,Yes,42,6,121000,United States,40,36,14
19200,I am a developer by profession,Yes,33,16,713448,Ireland,37.5,9,5
19201,I am a developer by profession,Yes,26,16,24564,Mexico,40,10,7
19203,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,31,15,130000,United States,50,10,6
19205,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,32,11,39276,Sweden,60,20,8
19206,I am a developer by profession,Yes,30,19,49119,United Kingdom,37,12,3
19208,I am a developer by profession,Yes,30,18,19452,Spain,40,7,2
19209,I am a developer by profession,Yes,19,13,86648,United Kingdom,70,7,2
19210,I am a developer by profession,No,30,9,162147,Netherlands,36,17,6
19211,I am a developer by profession,Yes,57,19,187490,United States,50,37,34
19212,I am a developer by profession,Yes,29,10,77556,United Kingdom,50,13,3
19214,I am a developer by profession,Yes,30,14,1.00E+05,United States,40,7,2
19215,I am a developer by profession,Yes,32,18,136136,Canada,40,14,12
19216,I am a developer by profession,Yes,39,14,98000,United States,40,10,4
19217,I am a developer by profession,Yes,39,8,129250,United Kingdom,37,30,15
19218,I am a developer by profession,Yes,30,16,37992,Romania,39,10,7
19220,I am a developer by profession,No,42,12,168050,United Kingdom,40,30,20
19221,I am a developer by profession,Yes,24,13,63022,Switzerland,43,11,8
19222,I am a developer by profession,Yes,35,10,110000,United States,40,13,11
19224,I am a developer by profession,Yes,50,13,60505,Canada,40,37,27
19225,I am a developer by profession,Yes,41,10,25944,Slovakia,50,40,18
19226,I am a developer by profession,No,26,17,88000,United States,30,8,3
19228,"I used to be a developer by profession, but no longer am",Yes,50,14,156058,France,40,28,25
19229,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,46,14,12312,Hungary,40,5,2
19230,I am a developer by profession,Yes,49,11,140000,United States,40,20,18
19231,I am a developer by profession,Yes,28,16,19475,Iran,168,13,9
19233,I am a developer by profession,Yes,35,15,840000,United States,35,18,16
19234,I am a developer by profession,Yes,41,11,21408,Portugal,40,25,10
19235,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,30,13,720000,United States,50,23,14
19238,I am a developer by profession,No,30,24,11508,Mexico,40,6,3
19239,I am a developer by profession,Yes,24,16,19788,Brazil,44,7,5
19240,I am a developer by profession,Yes,33,14,138000,United States,35,8,4
19243,I am a developer by profession,No,28,14,42804,Netherlands,40,14,7
19244,I am a developer by profession,No,40,9,44988,United Kingdom,30,22,15
19245,I am a developer by profession,Yes,60,13,201825,United States,40,47,37
19246,I am a developer by profession,No,27,25,775560,United Kingdom,37,2,1
19250,I am a developer by profession,Yes,33,16,26940,Brazil,48,16,8
19251,I am a developer by profession,No,43,13,21996,Brazil,40,27,21
19252,I am a developer by profession,Yes,28,18,67460,United Kingdom,38,10,5
19253,I am a developer by profession,Yes,31,18,6876,Brazil,44,7,3
19254,I am a developer by profession,Yes,24,14,57501,New Zealand,37.5,6,4
19255,I am a developer by profession,Yes,30,20,13620,Portugal,40,8,7
19256,I am a developer by profession,No,32,19,90000,United States,40,14,10
19257,I am a developer by profession,Yes,38,7,38916,Netherlands,36,30,16
19259,I am a developer by profession,No,30,20,91032,United States,45,10,8
19260,I am a developer by profession,No,35,18,62697,Germany,40,15,15
19263,I am a developer by profession,No,37,13,110000,United States,42,22,18
19264,I am a developer by profession,Yes,32,13,41528,New Zealand,40,15,11
19265,"I am not primarily a developer, but I write code sometimes as part of my work",No,38,16,115481,Australia,40,15,13
19266,I am a developer by profession,No,28,15,2.00E+05,United States,40,10,8
19269,I am a developer by profession,Yes,26,17,17508,Lithuania,40,5,3
19270,"I am not primarily a developer, but I write code sometimes as part of my work",No,35,13,56723,Canada,80,15,11
19271,I am a developer by profession,No,54,19,72000,United States,40,8,6
19273,I am a developer by profession,Yes,30,17,112168,Netherlands,36,16,14
19274,I am a developer by profession,No,27,20,2964,Egypt,40,7,3
19275,I am a developer by profession,No,31,13,86478,Germany,40,14,11
19278,I am a developer by profession,Yes,34,15,1.00E+05,United States,40,17,11
19279,I am a developer by profession,Yes,55,16,91883,Netherlands,38,44,34
19281,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,38,17,54972,Brazil,40,21,17
19282,I am a developer by profession,Yes,28,18,29580,Turkey,30,10,6
19286,I am a developer by profession,Yes,57,15,130000,United States,40,42,31
